图像路径,标注类别ID,标注类别名称,top-1-预测ID,top-1-预测名称,top-2-预测ID,top-2-预测名称,top-3-预测ID,top-3-预测名称,top-n预测正确,彗星-预测置信度,地球-预测置信度,木星-预测置信度,火星-预测置信度,水星-预测置信度,月球-预测置信度,海王星-预测置信度,冥王星-预测置信度,土星-预测置信度,太阳-预测置信度,天王星-预测置信度,金星-预测置信度
../image_acquisition/dataset_split\val\Jupiter\381.jpg,2,木星,2,木星,8,土星,11,金星,True,1.416584e-06,1.7030115e-06,0.98755175,0.00018112651,3.6532998e-07,7.9200106e-07,2.9521347e-05,5.944125e-07,0.011812212,1.1825048e-06,2.433461e-06,0.00041685012
../image_acquisition/dataset_split\val\Jupiter\400.jpg,2,木星,2,木星,8,土星,11,金星,True,3.7011338e-07,1.9570532e-05,0.9976895,2.1202716e-06,2.9017476e-05,3.1482763e-05,7.331241e-06,4.095774e-05,0.0019106009,9.189615e-06,7.719029e-05,0.00018277206
../image_acquisition/dataset_split\val\Jupiter\406.jpg,2,木星,2,木星,4,水星,7,冥王星,True,2.0500069e-05,0.0003245869,0.49382445,5.3223334e-06,0.45551565,0.000433456,0.0011829287,0.018129319,0.0060247113,0.00015656618,0.01523606,0.009146564
../image_acquisition/dataset_split\val\Jupiter\408.jpg,2,木星,11,金星,0,彗星,2,木星,True,0.16623645,0.011282367,0.10318253,0.067996524,0.0054506194,0.0024524522,0.0045684697,0.0066173384,0.00785773,0.046237662,0.0072403946,0.57087743
../image_acquisition/dataset_split\val\Jupiter\414.jpg,2,木星,2,木星,11,金星,9,太阳,True,2.9828964e-06,1.610377e-06,0.9978683,9.8755315e-08,1.3745027e-07,6.4357973e-06,3.6145714e-08,3.224677e-06,4.725352e-05,0.00018744284,4.096991e-06,0.0018784684
../image_acquisition/dataset_split\val\Jupiter\417.jpg,2,木星,2,木星,8,土星,6,海王星,True,5.478892e-06,7.616728e-06,0.92814827,1.3007177e-05,1.7695437e-06,3.1108984e-06,0.0033355867,0.00037465707,0.06730569,2.3731616e-05,0.0003951618,0.00038592433
../image_acquisition/dataset_split\val\Jupiter\420.jpg,2,木星,2,木星,8,土星,11,金星,True,8.708382e-06,2.145574e-06,0.96668965,1.1767224e-05,2.3829571e-07,8.0427424e-07,4.341586e-05,1.8371223e-06,0.033114914,1.373077e-06,6.102736e-06,0.000119010685
../image_acquisition/dataset_split\val\Jupiter\432.jpg,2,木星,2,木星,8,土星,9,太阳,True,0.0033093898,0.0043147863,0.94575524,0.00014238822,0.000541293,0.0005830122,0.0006977872,0.002078127,0.016160334,0.013530384,0.00094161805,0.011945574
../image_acquisition/dataset_split\val\Jupiter\435.jpg,2,木星,2,木星,8,土星,11,金星,True,7.425316e-07,2.3183663e-06,0.98584634,2.510739e-05,2.8804642e-08,2.471314e-07,2.9948635e-06,5.1372973e-07,0.01406416,2.7752903e-06,3.432598e-07,5.4524397e-05
../image_acquisition/dataset_split\val\Jupiter\436.jpg,2,木星,2,木星,8,土星,11,金星,True,0.00011503599,6.287542e-05,0.9477596,1.0901265e-05,1.9593817e-05,7.255153e-05,9.1335176e-05,0.00020418335,0.047300655,0.00038151877,0.00020861758,0.0037731822
../image_acquisition/dataset_split\val\Jupiter\438.jpg,2,木星,4,水星,8,土星,2,木星,True,0.030879008,0.013414761,0.08355116,0.008310666,0.41426024,0.0048878393,0.029953469,0.018655097,0.26884156,0.03538987,0.07570048,0.016155902
../image_acquisition/dataset_split\val\Jupiter\441.jpg,2,木星,2,木星,8,土星,6,海王星,True,1.4245775e-07,1.7706023e-05,0.98082745,2.219502e-06,4.343869e-05,8.9681425e-06,0.00011955733,0.00010383804,0.018701797,6.2423766e-07,0.00010478189,6.948093e-05
../image_acquisition/dataset_split\val\Jupiter\443.jpg,2,木星,2,木星,8,土星,3,火星,True,3.7057146e-07,1.2344857e-06,0.9976095,2.1243406e-05,1.8928914e-08,3.3640333e-06,3.5935775e-06,8.3657945e-08,0.0023542065,5.318751e-07,3.3246712e-07,5.5082055e-06
../image_acquisition/dataset_split\val\Jupiter\449.jpg,2,木星,2,木星,8,土星,6,海王星,True,0.00039452492,9.691253e-05,0.9323385,2.2500188e-05,4.2987373e-05,1.0709633e-05,0.0076913964,1.4009189e-05,0.052622832,0.00019170245,0.0050942074,0.00147976
../image_acquisition/dataset_split\val\Jupiter\455.jpg,2,木星,2,木星,11,金星,8,土星,True,7.613802e-08,5.059323e-07,0.99963605,1.1987796e-06,2.2117164e-10,6.241111e-07,9.578537e-09,1.4976108e-09,2.8854754e-06,1.3570099e-06,1.8663407e-08,0.00035730872
../image_acquisition/dataset_split\val\Jupiter\462.jpg,2,木星,2,木星,8,土星,1,地球,True,0.011515099,0.115240164,0.42305908,0.016628472,0.0033295788,0.021299358,0.0015333453,0.069007605,0.32146928,0.009442641,0.0005703794,0.0069049983
../image_acquisition/dataset_split\val\Jupiter\464.jpg,2,木星,2,木星,8,土星,1,地球,True,0.000121201,0.00075496477,0.98775744,0.0001823349,3.7723945e-07,7.5272387e-06,7.099949e-05,2.4277645e-06,0.011016793,1.9526684e-05,7.626478e-06,5.8661764e-05
../image_acquisition/dataset_split\val\Jupiter\469.jpg,2,木星,2,木星,11,金星,8,土星,True,0.00040828765,0.00019120424,0.9123789,0.0001047421,4.372324e-06,5.7426896e-05,9.7959324e-05,6.873716e-05,0.02227358,0.009016827,0.0005862157,0.05481173
../image_acquisition/dataset_split\val\Jupiter\47.jpg,2,木星,2,木星,8,土星,11,金星,True,6.635063e-05,0.00013602767,0.7702748,8.3343846e-05,9.115749e-05,5.1620227e-05,0.002457551,0.005148137,0.19375099,0.00048531702,0.001584252,0.02587037
../image_acquisition/dataset_split\val\Jupiter\478.jpg,2,木星,2,木星,8,土星,0,彗星,True,0.00044580948,1.3827685e-05,0.9080911,4.5753834e-05,6.4380146e-07,8.83641e-06,0.0003292977,2.1842334e-05,0.0906365,8.291747e-05,4.3292424e-05,0.00028015382
../image_acquisition/dataset_split\val\Jupiter\480.jpg,2,木星,2,木星,8,土星,3,火星,True,4.8768957e-06,1.702142e-05,0.9989907,0.00028820345,4.511058e-08,0.00014959372,7.269419e-07,3.7924075e-08,0.000360564,8.105881e-05,2.853633e-07,0.00010688657
../image_acquisition/dataset_split\val\Jupiter\484.jpg,2,木星,2,木星,8,土星,11,金星,True,2.1231655e-08,4.4633968e-08,0.9838785,1.5305483e-08,5.3000004e-08,1.2713087e-08,6.660901e-08,1.1754887e-07,0.016108412,4.7265488e-08,1.01117216e-07,1.2517463e-05
../image_acquisition/dataset_split\val\Jupiter\486.jpg,2,木星,1,地球,0,彗星,9,太阳,False,0.19873904,0.6600811,0.002071439,0.0012977113,0.009727194,0.020818608,0.01310193,0.00012333559,0.00088247133,0.065312654,0.011188796,0.016655743
../image_acquisition/dataset_split\val\Jupiter\489.jpg,2,木星,2,木星,8,土星,11,金星,True,7.466849e-05,0.00010758088,0.9797706,2.4415865e-06,2.981911e-05,2.5366424e-05,2.7651671e-05,1.8647888e-05,0.01972622,4.8342932e-05,4.1144758e-05,0.00012750109
../image_acquisition/dataset_split\val\Jupiter\496.jpg,2,木星,2,木星,8,土星,11,金星,True,2.4426638e-06,1.1093337e-06,0.99539775,3.8501457e-06,1.1976076e-07,1.0983405e-06,1.3567126e-05,2.1212923e-06,0.004499689,2.8587008e-06,5.6620524e-06,6.973619e-05
../image_acquisition/dataset_split\val\Jupiter\50.jpg,2,木星,2,木星,8,土星,11,金星,True,1.386021e-06,1.381378e-07,0.98817176,2.5465335e-05,1.414241e-08,9.742998e-07,1.3987193e-06,1.3715642e-07,0.011707644,4.602247e-06,4.378879e-07,8.60692e-05
../image_acquisition/dataset_split\val\Jupiter\505.jpg,2,木星,2,木星,8,土星,11,金星,True,3.5558348e-06,4.3284185e-06,0.9573541,8.9587274e-07,2.117741e-06,3.4626487e-06,7.539305e-06,3.3179476e-06,0.042586096,2.5666611e-06,7.4131444e-06,2.459955e-05
../image_acquisition/dataset_split\val\Jupiter\508.jpg,2,木星,2,木星,11,金星,8,土星,True,4.284513e-08,8.343388e-07,0.99919885,4.2337672e-07,7.7568046e-07,9.274277e-08,1.2433264e-07,5.2063464e-05,9.806708e-05,1.5200368e-05,3.7630437e-06,0.0006297436
../image_acquisition/dataset_split\val\Jupiter\509.jpg,2,木星,2,木星,8,土星,11,金星,True,1.5913725e-05,3.4849468e-06,0.93485403,1.134028e-06,1.3574286e-06,4.542272e-06,0.00063681015,0.00039497702,0.0625553,7.74693e-05,0.0002676189,0.0011873983
../image_acquisition/dataset_split\val\Jupiter\52.jpg,2,木星,0,彗星,11,金星,9,太阳,False,0.65986925,0.017898623,0.054152198,0.04925236,0.017510401,0.008491474,0.030264705,0.01830701,0.0029944438,0.0581842,0.0075184777,0.075556904
../image_acquisition/dataset_split\val\Jupiter\522.jpg,2,木星,2,木星,8,土星,1,地球,True,5.3902454e-07,0.00017642142,0.9569829,1.0909754e-05,8.767367e-05,0.00012745148,5.239714e-05,0.000105560655,0.042185828,1.6300031e-06,9.969854e-05,0.0001689179
../image_acquisition/dataset_split\val\Jupiter\525.jpg,2,木星,2,木星,8,土星,3,火星,True,0.0002513238,0.00027363718,0.94883764,0.008857348,2.0996504e-06,1.1080319e-05,0.0001468312,3.695628e-05,0.039516516,0.0007038498,3.705566e-05,0.0013256831
../image_acquisition/dataset_split\val\Jupiter\529.jpg,2,木星,2,木星,11,金星,8,土星,True,0.0004813287,0.00066708104,0.9862525,0.0005179597,0.00010985068,5.509382e-05,7.830932e-05,0.00066103216,0.0051827473,0.0004740352,5.6139364e-05,0.005464032
../image_acquisition/dataset_split\val\Jupiter\537.jpg,2,木星,2,木星,8,土星,11,金星,True,6.764682e-06,2.5310035e-07,0.97711265,8.9984843e-07,1.1726399e-08,2.62566e-07,3.5114263e-06,1.3337077e-06,0.022721909,1.0976666e-05,3.822162e-06,0.00013763421
../image_acquisition/dataset_split\val\Jupiter\543.jpg,2,木星,2,木星,8,土星,11,金星,True,3.672683e-05,4.236608e-05,0.9880563,6.8429003e-06,3.3923e-05,4.1257896e-05,0.00013421709,0.0004019518,0.010341443,0.00012392989,0.00020876933,0.0005721916
../image_acquisition/dataset_split\val\Jupiter\545.jpg,2,木星,2,木星,8,土星,11,金星,True,9.759615e-06,9.595943e-06,0.9673961,9.539255e-06,3.5184053e-07,1.406867e-06,0.00017918601,1.3358819e-05,0.032058146,1.476287e-05,4.4262364e-05,0.00026355928
../image_acquisition/dataset_split\val\Jupiter\546.jpg,2,木星,0,彗星,8,土星,3,火星,False,0.6392884,8.1174345e-05,0.0029318943,0.093591906,0.0002061913,9.4860436e-05,0.004322681,0.0006128737,0.22958595,0.012520471,0.000198707,0.016564868
../image_acquisition/dataset_split\val\Jupiter\55.jpg,2,木星,2,木星,8,土星,7,冥王星,True,1.1100098e-05,0.0011103635,0.5138629,0.00032599326,0.00021553191,0.0005360257,0.00044856622,0.015159349,0.46711308,0.00018855784,0.0002380725,0.00079053437
../image_acquisition/dataset_split\val\Jupiter\553.jpg,2,木星,2,木星,8,土星,11,金星,True,5.765802e-05,0.00075459195,0.9197898,4.0799736e-05,2.602658e-05,4.7517886e-05,0.00028168524,5.753806e-05,0.07682804,0.0002896866,0.00029370963,0.0015329836
../image_acquisition/dataset_split\val\Jupiter\565.jpg,2,木星,2,木星,8,土星,1,地球,True,7.9669335e-06,0.00030070235,0.9985902,1.5520953e-05,5.921082e-06,1.0954618e-05,2.3005703e-06,6.823366e-05,0.0006983763,4.1892865e-05,6.518304e-06,0.00025151257
../image_acquisition/dataset_split\val\Jupiter\574.jpg,2,木星,2,木星,8,土星,3,火星,True,5.885798e-07,2.7480966e-05,0.98194605,0.0012216588,8.273819e-06,1.913248e-05,1.1185426e-05,3.7386304e-05,0.015719837,2.1024722e-05,3.2751013e-06,0.0009840524
../image_acquisition/dataset_split\val\Jupiter\576.jpg,2,木星,2,木星,8,土星,11,金星,True,4.9851416e-05,2.3716113e-05,0.87345076,0.00015163707,8.329013e-06,0.00020001188,0.00013646718,6.11518e-05,0.11211231,0.0010749125,0.00015903116,0.012571742
../image_acquisition/dataset_split\val\Jupiter\58.jpg,2,木星,2,木星,8,土星,3,火星,True,3.864067e-05,0.00035303508,0.9899552,0.00058830145,7.6382975e-07,1.5645075e-05,0.00012382596,2.2506456e-06,0.0088286055,5.1032246e-05,1.6122027e-05,2.6572316e-05
../image_acquisition/dataset_split\val\Jupiter\580.jpg,2,木星,2,木星,11,金星,8,土星,True,2.1190364e-05,0.000994947,0.935093,0.0003628831,5.6117748e-05,5.0146802e-05,0.00010892464,0.003231071,0.0127608115,0.0030341612,0.0010082903,0.0432785
../image_acquisition/dataset_split\val\Jupiter\592.jpg,2,木星,2,木星,8,土星,3,火星,True,0.00013275816,5.526172e-05,0.99293584,0.00015928774,7.1218795e-07,9.5962905e-06,0.00011638824,1.93888e-06,0.0065011126,1.0855433e-05,2.5076728e-05,5.122482e-05
../image_acquisition/dataset_split\val\Jupiter\613.jpg,2,木星,2,木星,8,土星,11,金星,True,0.00034601727,0.0009927247,0.8897934,0.0026104427,0.0004387743,0.0092061255,0.00042229742,0.0008470875,0.0677095,0.0039045552,0.0005804624,0.02314867
../image_acquisition/dataset_split\val\Jupiter\617.jpg,2,木星,2,木星,8,土星,11,金星,True,1.7841629e-05,9.831265e-05,0.97464365,0.0007145229,3.133774e-05,0.0013601911,0.0011199809,0.00014370655,0.019277535,5.3925323e-05,0.00039931128,0.0021395823
../image_acquisition/dataset_split\val\Jupiter\62.jpg,2,木星,2,木星,8,土星,11,金星,True,2.9068036e-05,1.1208158e-05,0.9916408,2.3989951e-05,6.9212024e-07,4.0668237e-06,4.303387e-05,1.7458186e-05,0.0070768534,4.5372573e-05,2.6751391e-05,0.0010807189
../image_acquisition/dataset_split\val\Jupiter\63.jpg,2,木星,8,土星,2,木星,9,太阳,True,2.5154335e-05,3.3243014e-05,0.0011476756,2.8222128e-05,2.1683443e-05,3.9893137e-05,1.6289148e-05,1.9664003e-05,0.9984358,0.00013187499,5.782491e-06,9.4763775e-05
../image_acquisition/dataset_split\val\Jupiter\631.jpg,2,木星,8,土星,2,木星,11,金星,True,5.4201602e-05,0.0012786913,0.13096362,0.0014083914,0.00045304777,0.001656781,0.000572005,0.008161043,0.8081224,0.00867972,0.003643146,0.03500682
../image_acquisition/dataset_split\val\Jupiter\633.jpg,2,木星,2,木星,8,土星,6,海王星,True,1.0527852e-05,9.9073965e-05,0.9761894,0.0011754249,4.170095e-06,0.00011844423,0.0013836161,1.2627449e-05,0.020486677,1.08444265e-05,3.2439577e-05,0.00047665997
../image_acquisition/dataset_split\val\Jupiter\635.jpg,2,木星,2,木星,8,土星,11,金星,True,5.206387e-05,2.5257812e-06,0.8353772,9.455497e-07,2.8099705e-06,6.567695e-07,1.68407e-05,8.425049e-07,0.16418935,4.171889e-06,6.229699e-06,0.00034635808
../image_acquisition/dataset_split\val\Jupiter\639.jpg,2,木星,2,木星,8,土星,11,金星,True,1.0475322e-05,5.666492e-05,0.8943291,7.8271754e-05,2.5346424e-05,1.1870344e-05,0.00070522726,0.00064155424,0.066022106,0.0003126374,0.0009829624,0.03682373
../image_acquisition/dataset_split\val\Jupiter\644.jpg,2,木星,1,地球,9,太阳,3,火星,False,0.116877824,0.2339462,0.1269623,0.14751145,0.00093642616,0.0010026296,0.08269862,0.0020286953,0.024274562,0.23231275,0.024675267,0.006773258
../image_acquisition/dataset_split\val\Jupiter\646.jpg,2,木星,2,木星,8,土星,3,火星,True,3.099648e-06,1.9038362e-05,0.9988079,3.5641617e-05,1.8844861e-07,1.18336e-06,4.2666807e-06,1.9866297e-06,0.0011000531,4.212945e-06,1.1276312e-06,2.1275237e-05
../image_acquisition/dataset_split\val\Jupiter\65.jpg,2,木星,9,太阳,7,冥王星,11,金星,False,0.03078418,0.003622329,0.021268627,0.0050490326,9.588386e-05,0.00056115416,0.0028116386,0.265189,0.029316846,0.46860108,0.010677238,0.16202301
../image_acquisition/dataset_split\val\Jupiter\654.jpg,2,木星,2,木星,8,土星,11,金星,True,0.00024801595,0.0005592714,0.9404436,0.00017205106,4.323456e-05,0.00014761285,0.0035737564,0.00028155072,0.048093315,0.000173335,0.0012356552,0.005028611
../image_acquisition/dataset_split\val\Jupiter\659.jpg,2,木星,2,木星,8,土星,11,金星,True,3.2803036e-05,8.672695e-06,0.9955836,1.0339375e-06,2.1641652e-07,7.4865585e-07,3.146271e-06,0.00018098539,0.0031803772,0.0001817161,1.2253987e-05,0.0008143605
../image_acquisition/dataset_split\val\Jupiter\665.jpg,2,木星,2,木星,8,土星,11,金星,True,0.000113276314,0.00027693654,0.8786361,3.0893658e-05,2.2950077e-05,5.2172814e-05,0.0005246133,0.0021430089,0.089215584,0.0032573405,0.0017393137,0.023987673
../image_acquisition/dataset_split\val\Jupiter\67.jpg,2,木星,2,木星,8,土星,5,月球,True,4.7098465e-07,4.751914e-05,0.84465754,5.3622705e-07,1.947796e-06,0.0001105805,3.2751188e-05,8.8751875e-07,0.15505537,2.101485e-06,6.921185e-05,2.1079071e-05
../image_acquisition/dataset_split\val\Jupiter\677.jpg,2,木星,8,土星,2,木星,11,金星,True,1.4437371e-08,4.1173632e-07,0.00042668555,5.976351e-06,2.1241882e-05,2.4391675e-06,0.00011376658,3.2079428e-05,0.9989497,1.4596311e-05,0.000100653284,0.00033251732
../image_acquisition/dataset_split\val\Jupiter\68.jpg,2,木星,2,木星,8,土星,11,金星,True,5.9748192e-05,0.00011745314,0.9644964,5.416591e-05,6.732049e-05,7.147882e-05,0.0008296621,0.0013867068,0.021562316,0.00022002333,0.0011893658,0.009945435
../image_acquisition/dataset_split\val\Jupiter\692.jpg,2,木星,2,木星,8,土星,6,海王星,True,2.2859416e-05,0.0020533295,0.5007023,0.0033418022,0.00014057306,0.0011779747,0.00437697,0.003278876,0.4808264,0.00023776008,0.00065613585,0.0031850894
../image_acquisition/dataset_split\val\Jupiter\706.jpg,2,木星,2,木星,8,土星,11,金星,True,1.2265059e-06,2.1123546e-07,0.98702747,1.647669e-05,5.89912e-08,1.0164504e-06,1.542617e-06,5.022867e-07,0.0127454735,6.356687e-06,7.684183e-07,0.00019889652
../image_acquisition/dataset_split\val\Jupiter\707.jpg,2,木星,9,太阳,11,金星,2,木星,True,0.0535278,0.0053637098,0.18387753,0.021628534,0.00018524166,0.0005849545,0.0013026403,0.00021728133,0.010366003,0.411036,0.00085168757,0.31105864
../image_acquisition/dataset_split\val\Jupiter\71.jpg,2,木星,2,木星,8,土星,10,天王星,True,1.7144144e-05,3.9785147e-05,0.87106687,3.9251477e-06,0.0001741405,8.208418e-05,0.00055106083,0.00026092373,0.12643062,3.268083e-05,0.00087657553,0.00046417746
../image_acquisition/dataset_split\val\Jupiter\710.jpg,2,木星,2,木星,3,火星,11,金星,True,0.00045819787,0.0056617614,0.87374747,0.057859477,1.4675367e-05,9.424729e-05,0.0015330744,2.2588138e-05,0.008649168,0.005687985,0.00018297326,0.046088394
../image_acquisition/dataset_split\val\Jupiter\711.jpg,2,木星,2,木星,8,土星,11,金星,True,0.0010998503,0.0002810712,0.9808718,0.00038782132,5.1007396e-07,6.345982e-05,0.00011867846,4.238855e-06,0.014124014,0.0014554324,3.3893073e-05,0.0015591996
../image_acquisition/dataset_split\val\Jupiter\712.jpg,2,木星,2,木星,8,土星,3,火星,True,3.083946e-05,2.2584418e-05,0.9800836,0.0013473136,1.769343e-06,3.1705214e-05,0.00014428128,7.565207e-06,0.017860048,3.0691877e-05,8.542617e-06,0.00043103445
../image_acquisition/dataset_split\val\Jupiter\713.jpg,2,木星,2,木星,8,土星,11,金星,True,2.969737e-06,1.4175744e-05,0.99521106,1.4013498e-06,1.3056908e-06,4.512143e-06,2.3071556e-05,2.1487383e-05,0.0044640494,1.3368795e-05,3.603628e-05,0.00020670355
../image_acquisition/dataset_split\val\Jupiter\735.jpg,2,木星,2,木星,8,土星,6,海王星,True,0.00056051585,0.00013853538,0.91485125,3.5100828e-05,6.254386e-05,2.0299212e-05,0.010203338,2.1068805e-05,0.065980665,0.00029303588,0.0060100686,0.0018235444
../image_acquisition/dataset_split\val\Jupiter\736.jpg,2,木星,8,土星,1,地球,3,火星,False,0.004412411,0.23503675,0.016847942,0.12635346,0.002217517,0.020549882,0.081201985,0.09947717,0.32588956,0.0052488726,0.022728875,0.060035605
../image_acquisition/dataset_split\val\Jupiter\737.jpg,2,木星,2,木星,8,土星,11,金星,True,4.4261364e-07,1.7963548e-05,0.52510273,3.861834e-05,1.36433655e-05,8.659404e-05,0.0019300462,0.00051222136,0.469582,3.5003475e-05,0.0004454766,0.002235185
../image_acquisition/dataset_split\val\Jupiter\738.jpg,2,木星,2,木星,8,土星,11,金星,True,1.11819375e-07,3.1236839e-06,0.98484856,2.0100315e-06,3.7327031e-06,2.2422325e-06,6.5762365e-06,5.0519902e-06,0.015087313,1.9715299e-06,7.6111705e-06,3.1755222e-05
../image_acquisition/dataset_split\val\Jupiter\74.jpg,2,木星,2,木星,8,土星,11,金星,True,0.0064021833,0.005511069,0.9396992,0.00030855712,0.00046647355,0.0011140249,0.00084818713,0.0014650159,0.019801356,0.010851153,0.000930681,0.012602055
../image_acquisition/dataset_split\val\Jupiter\745.jpg,2,木星,2,木星,8,土星,11,金星,True,1.3387595e-05,0.00016626474,0.9555561,3.5184064e-05,4.3675877e-07,2.2275354e-07,1.9493107e-05,1.0683257e-05,0.043443374,6.578159e-05,1.1422495e-05,0.0006776834
../image_acquisition/dataset_split\val\Jupiter\749.jpg,2,木星,2,木星,8,土星,11,金星,True,6.54705e-05,0.0003238329,0.9733128,3.8352846e-05,0.00014000299,0.00047535825,0.0007186326,0.0009217917,0.0153526785,0.00033986988,0.0035658297,0.0047452482
../image_acquisition/dataset_split\val\Jupiter\75.jpg,2,木星,2,木星,8,土星,11,金星,True,6.6382064e-08,3.975818e-08,0.9954791,1.5733177e-06,1.8391235e-09,1.6981869e-07,1.5947954e-07,3.2505614e-08,0.004498628,3.66101e-07,5.69237e-08,1.9896102e-05
../image_acquisition/dataset_split\val\Jupiter\751.jpg,2,木星,2,木星,8,土星,9,太阳,True,7.4797895e-06,0.000493746,0.96732336,1.1662432e-05,1.3535918e-06,0.00016004899,5.7072752e-06,0.001121837,0.027099764,0.002375785,3.634218e-05,0.0013629943
../image_acquisition/dataset_split\val\Jupiter\752.jpg,2,木星,2,木星,8,土星,11,金星,True,0.0072274194,9.616073e-05,0.9444059,0.00024526552,2.0344774e-05,5.485216e-05,0.00030396174,1.4557765e-05,0.024756681,0.0012419535,0.00014449553,0.021488428
../image_acquisition/dataset_split\val\Jupiter\756.jpg,2,木星,2,木星,8,土星,11,金星,True,5.108623e-06,1.2977748e-05,0.9620953,2.460273e-06,6.1187006e-06,1.1502879e-05,1.7460905e-05,8.62964e-06,0.037747797,8.949715e-06,2.2164177e-05,6.157873e-05
../image_acquisition/dataset_split\val\Jupiter\757.jpg,2,木星,2,木星,8,土星,3,火星,True,1.2179349e-06,1.4994536e-06,0.99467754,3.6349713e-05,3.2030098e-08,5.642851e-06,9.396276e-06,1.218908e-07,0.0052566524,1.1529495e-06,8.13707e-07,9.633488e-06
../image_acquisition/dataset_split\val\Jupiter\758.jpg,2,木星,2,木星,8,土星,6,海王星,True,0.0013257891,0.00037015308,0.92680395,0.00013369734,0.0002061248,0.00077796134,0.0075361053,0.0010825209,0.05552694,0.00037922457,0.002528404,0.0033292214
../image_acquisition/dataset_split\val\Jupiter\759.jpg,2,木星,2,木星,8,土星,5,月球,True,0.00079926045,0.0019818954,0.584555,0.00031172918,5.2632447e-05,0.0039191567,0.0005477397,0.0027845846,0.40163487,0.0012033404,0.00042382244,0.0017860148
../image_acquisition/dataset_split\val\Jupiter\761.jpg,2,木星,2,木星,11,金星,9,太阳,True,0.00018263963,4.5578877e-06,0.9934615,8.081595e-06,1.7169933e-07,8.131623e-06,2.9426249e-06,7.315808e-07,0.00032186645,0.0005000204,1.0454991e-05,0.005498939
../image_acquisition/dataset_split\val\Jupiter\767.jpg,2,木星,2,木星,8,土星,6,海王星,True,9.209149e-05,3.714614e-05,0.50903076,7.4097945e-05,0.00011098739,0.00017446601,0.0022619856,0.0003567742,0.48474395,0.00041404413,0.00081248145,0.0018911929
../image_acquisition/dataset_split\val\Jupiter\8.jpg,2,木星,2,木星,8,土星,0,彗星,True,0.0025941364,0.0003825056,0.873694,0.00018592592,6.7494904e-05,0.00026851933,0.0013600341,0.00034268535,0.11672281,0.00085213524,0.0011503157,0.0023793806
../image_acquisition/dataset_split\val\Jupiter\88.jpg,2,木星,2,木星,8,土星,11,金星,True,5.530288e-06,8.8773435e-05,0.99134564,7.3938954e-06,3.0165854e-06,1.9525312e-05,7.8843805e-06,3.2754517e-05,0.007960851,0.0001385106,2.1185047e-05,0.00036894667
../image_acquisition/dataset_split\val\Jupiter\91.jpg,2,木星,2,木星,8,土星,11,金星,True,1.0067014e-05,0.00027641133,0.9434192,0.00013644846,1.8980856e-05,0.00019751945,0.00012461281,0.00024709885,0.053750522,0.00017531242,0.00012585538,0.0015180414
../image_acquisition/dataset_split\val\Mars\101.jpg,3,火星,3,火星,4,水星,6,海王星,True,1.7465661e-06,6.167095e-05,7.0233127e-06,0.99906904,0.00027084647,0.00020152435,0.00024594078,6.43011e-06,5.8734695e-05,1.5710404e-05,6.446823e-08,6.1206665e-05
../image_acquisition/dataset_split\val\Mars\108.jpg,3,火星,11,金星,3,火星,9,太阳,True,1.7642968e-05,0.0005466212,0.00038984846,0.01791116,0.00033692594,0.0016077908,0.00013487613,4.5588404e-05,0.00021584699,0.0026090378,1.8238865e-05,0.9761664
../image_acquisition/dataset_split\val\Mars\115.jpg,3,火星,2,木星,3,火星,9,太阳,True,0.061824013,0.0031723164,0.3686413,0.31356236,0.068410024,0.031156918,0.0006047282,0.0011267288,0.031872727,0.11212116,0.00016412682,0.0073436913
../image_acquisition/dataset_split\val\Mars\129.jpg,3,火星,3,火星,11,金星,2,木星,True,0.00026782716,0.0004083232,0.004298445,0.7789523,0.003148622,3.1816817e-05,0.003108171,0.0001575901,0.00073480164,0.0009077406,6.346446e-05,0.20792095
../image_acquisition/dataset_split\val\Mars\135.jpg,3,火星,3,火星,11,金星,1,地球,True,2.5158697e-06,0.0020857267,4.7901056e-05,0.96764094,7.613498e-05,0.00060659274,0.00065997377,4.9018807e-05,0.00011570591,7.446365e-05,1.0891218e-06,0.028639898
../image_acquisition/dataset_split\val\Mars\14.jpg,3,火星,3,火星,5,月球,9,太阳,True,2.3337774e-05,5.6884695e-05,0.04809246,0.44141424,2.495852e-06,0.36900136,3.28492e-05,4.828402e-06,0.0013133421,0.13592458,1.0256729e-06,0.0041326345
../image_acquisition/dataset_split\val\Mars\149.jpg,3,火星,11,金星,3,火星,9,太阳,True,0.0003183508,0.009931882,0.00077138125,0.046266988,0.0007189597,0.004997516,0.0001212421,0.00023336329,0.0012985875,0.013036266,3.195265e-05,0.9222734
../image_acquisition/dataset_split\val\Mars\166.jpg,3,火星,3,火星,11,金星,6,海王星,True,4.555458e-05,0.00091943267,0.000521639,0.61443204,0.00040515597,0.00019816298,0.018011458,6.1023333e-05,0.002340897,0.00019456194,0.00023452062,0.3626356
../image_acquisition/dataset_split\val\Mars\167.jpg,3,火星,3,火星,11,金星,1,地球,True,6.304259e-05,0.004650299,0.000776176,0.501767,0.0014419383,0.0019281332,0.0039627617,0.00040473032,0.0032952027,0.0016003012,0.00017616161,0.47993433
../image_acquisition/dataset_split\val\Mars\169.jpg,3,火星,3,火星,5,月球,6,海王星,True,1.3212908e-05,0.0009167698,2.0722238e-05,0.9894517,0.00083668507,0.0059917457,0.0015858433,2.1515069e-05,0.00027932634,0.000133749,1.8291591e-06,0.0007468698
